match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,11.3,Chennai Super Kings,Gujarat Titans,RD Gaikwad,AT Rayudu,Yash Dayal,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,11.4,Chennai Super Kings,Gujarat Titans,RD Gaikwad,AT Rayudu,Yash Dayal,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,11.5,Chennai Super Kings,Gujarat Titans,RD Gaikwad,AT Rayudu,Yash Dayal,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,11.6,Chennai Super Kings,Gujarat Titans,AT Rayudu,RD Gaikwad,Yash Dayal,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,12.1,Chennai Super Kings,Gujarat Titans,RD Gaikwad,AT Rayudu,J Little,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,12.2,Chennai Super Kings,Gujarat Titans,AT Rayudu,RD Gaikwad,J Little,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,12.3,Chennai Super Kings,Gujarat Titans,RD Gaikwad,AT Rayudu,J Little,4,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,12.4,Chennai Super Kings,Gujarat Titans,RD Gaikwad,AT Rayudu,J Little,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,12.5,Chennai Super Kings,Gujarat Titans,AT Rayudu,RD Gaikwad,J Little,0,0,,,,,,bowled,AT Rayudu,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,12.6,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,J Little,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,13.1,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,13.2,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,13.3,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,13.4,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,13.5,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,13.6,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,14.1,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,HH Pandya,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,14.2,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,HH Pandya,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,14.3,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,HH Pandya,0,4,,,,4.0,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,14.4,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,HH Pandya,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,14.5,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,HH Pandya,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,14.6,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,HH Pandya,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,15.1,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,15.2,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,15.3,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,15.4,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,15.5,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,2,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,15.6,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,AS Joseph,2,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,16.1,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,Rashid Khan,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,16.2,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,Rashid Khan,2,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,16.3,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,Rashid Khan,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,16.4,Chennai Super Kings,Gujarat Titans,S Dube,RD Gaikwad,Rashid Khan,0,1,,,1.0,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,16.5,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,Rashid Khan,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,16.6,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,Rashid Khan,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,17.1,Chennai Super Kings,Gujarat Titans,RD Gaikwad,S Dube,AS Joseph,0,0,,,,,,caught,RD Gaikwad,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,17.2,Chennai Super Kings,Gujarat Titans,RA Jadeja,S Dube,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,17.3,Chennai Super Kings,Gujarat Titans,S Dube,RA Jadeja,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,17.4,Chennai Super Kings,Gujarat Titans,RA Jadeja,S Dube,AS Joseph,0,0,,,,,,caught,RA Jadeja,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,17.5,Chennai Super Kings,Gujarat Titans,MS Dhoni,S Dube,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,17.6,Chennai Super Kings,Gujarat Titans,S Dube,MS Dhoni,AS Joseph,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,18.1,Chennai Super Kings,Gujarat Titans,S Dube,MS Dhoni,Mohammed Shami,2,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,18.2,Chennai Super Kings,Gujarat Titans,S Dube,MS Dhoni,Mohammed Shami,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,18.3,Chennai Super Kings,Gujarat Titans,S Dube,MS Dhoni,Mohammed Shami,0,0,,,,,,caught,S Dube,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,18.4,Chennai Super Kings,Gujarat Titans,MJ Santner,MS Dhoni,Mohammed Shami,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,18.5,Chennai Super Kings,Gujarat Titans,MJ Santner,MS Dhoni,Mohammed Shami,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,18.6,Chennai Super Kings,Gujarat Titans,MS Dhoni,MJ Santner,Mohammed Shami,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,19.1,Chennai Super Kings,Gujarat Titans,MS Dhoni,MJ Santner,J Little,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,19.2,Chennai Super Kings,Gujarat Titans,MJ Santner,MS Dhoni,J Little,0,1,,,,1.0,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,19.3,Chennai Super Kings,Gujarat Titans,MS Dhoni,MJ Santner,J Little,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,19.4,Chennai Super Kings,Gujarat Titans,MS Dhoni,MJ Santner,J Little,4,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,19.5,Chennai Super Kings,Gujarat Titans,MS Dhoni,MJ Santner,J Little,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",1,19.6,Chennai Super Kings,Gujarat Titans,MS Dhoni,MJ Santner,J Little,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,0.1,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,0.2,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,0.3,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,0.4,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,0.5,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,DL Chahar,2,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,0.6,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,DL Chahar,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,1.1,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,TU Deshpande,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,1.2,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,TU Deshpande,4,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,1.3,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,TU Deshpande,0,1,,,,1.0,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,1.4,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,TU Deshpande,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,1.5,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,TU Deshpande,4,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,1.6,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,TU Deshpande,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,2.1,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,2.2,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,DL Chahar,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,2.3,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,2.4,Gujarat Titans,Chennai Super Kings,Shubman Gill,WP Saha,DL Chahar,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,2.5,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,6,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,2.6,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,DL Chahar,1,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,3.1,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,RS Hangargekar,0,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,3.2,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,RS Hangargekar,0,1,,1.0,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,3.3,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,RS Hangargekar,0,1,1.0,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,3.4,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,RS Hangargekar,4,0,,,,,,,,,
1359475,2023,2023-03-31,"Narendra Modi Stadium, Ahmedabad",2,3.5,Gujarat Titans,Chennai Super Kings,WP Saha,Shubman Gill,RS Hangargekar,1,0,,,,,,,,,
